modelIdentifier;supplierOrTrademark;powerOnModeSDR;category
24W3163DG/2;TOSHIBA;16.0;TELEVISION
32L3163DG/2;TOSHIBA;26.0;TELEVISION
24WA2063DAX/2;TOSHIBA;16.0;TELEVISION
55UL2163DG/2;TOSHIBA;77.0;TELEVISION
43UL4C63DG/2;TOSHIBA;51.0;TELEVISION
32LK3C64DAA/2;TOSHIBA;26.0;TELEVISION
32WD3C63DAY/2;TOSHIBA;26.0;TELEVISION
50UK3C63DB/2;TOSHIBA;65.0;TELEVISION
32LK3C63DAY/2;TOSHIBA;26.0;TELEVISION
32LA2B63DAX/2;TOSHIBA;26.0;TELEVISION
55UL4D63DG/2;TOSHIBA;77.0;TELEVISION
24WN3D63DG/2;TOSHIBA;16.0;TELEVISION
XU43AN750S;TELEFUNKEN;51.0;TELEVISION
40DM54FA1;DAEWOO;37.0;TELEVISION
32DM54HA1;DAEWOO;26.0;TELEVISION
40DM53FA1;DAEWOO;37.0;TELEVISION
32HEA5150;TELEFUNKEN;26.0;TELEVISION
XH24AN550MV;TELEFUNKEN;16.0;TELEVISION
XH32SN550S-W;TELEFUNKEN;26.0;TELEVISION
XF43AN660S;TELEFUNKEN;42.0;TELEVISION
XF40SN550S;TELEFUNKEN;37.0;TELEVISION
40FAE5513;TELEFUNKEN;37.0;TELEVISION
43FAE5513;TELEFUNKEN;42.0;TELEVISION
LT-32VH2155;JVC;26.0;TELEVISION
LT-43VAQ6255;JVC;51.0;TELEVISION
LT-43VF5156;JVC;42.0;TELEVISION
LT-50VU3155;JVC;65.0;TELEVISION
LT-70VAQ7255;JVC;114.0;TELEVISION
50-FUA-8062;FINLUX ;54.0;TELEVISION
32-FAH-9060;FINLUX ;26.0;TELEVISION
70UA5D63DG;TOSHIBA;114.0;TELEVISION
24-FHB-4561;FINLUX ;16.0;TELEVISION
32-FHB-4561;FINLUX ;26.0;TELEVISION
40-FFL-5235;FINLUX ;37.0;TELEVISION
32FHH4120;FINLUX ;26.0;TELEVISION
32WV2363DG;TOSHIBA;26.0;TELEVISION
24WK3C64DAW;TOSHIBA;16.0;TELEVISION
32HE4011M2;TELEFUNKEN;26.0;TELEVISION
D43U660O2CWII;TELEFUNKEN;51.0;TELEVISION
TE43550B44U2P;TELEFUNKEN;51.0;TELEVISION
D24H554E2CW;TELEFUNKEN;16.0;TELEVISION
D32H551E4I;TELEFUNKEN;26.0;TELEVISION
D50U750E2CW;TELEFUNKEN;54.0;TELEVISION
40FEA5060;TELEFUNKEN;37.0;TELEVISION
65QUA9360;TELEFUNKEN;85.0;TELEVISION
24WK3C63DAW;TOSHIBA;16.0;TELEVISION
32WK3C64DAW;TOSHIBA;26.0;TELEVISION
32HH5750-HRPW;TELEFUNKEN;26.0;TELEVISION
LT-50VU6355;JVC;65.0;TELEVISION
LT-65VU6355;JVC;85.0;TELEVISION
LT-55VA3355;JVC;64.0;TELEVISION
32FGP7450W;TELEFUNKEN;26.0;TELEVISION
65DM73QA1;DAEWOO;85.0;TELEVISION
LT-32VH4300;JVC;26.0;TELEVISION
LT-50VU3300;JVC;65.0;TELEVISION
LT-40VAF3300;JVC;37.0;TELEVISION
LT-43VAF3300;JVC;42.0;TELEVISION
50QUA9040MK;TELEFUNKEN;54.0;TELEVISION
65QUH9550HR;TELEFUNKEN;85.0;TELEVISION
32HG6030;TELEFUNKEN;26.0;TELEVISION
XU50AN754M;TELEFUNKEN;54.0;TELEVISION
43LV3E63DG;TOSHIBA;42.0;TELEVISION
32WV3E63DA;TOSHIBA;26.0;TELEVISION
43LV3E63DA;TOSHIBA;42.0;TELEVISION
H50UH67;TELEFUNKEN;65.0;TELEVISION
70UA5D63DGY;TOSHIBA;114.0;TELEVISION
LT-58VA6255;JVC;70.0;TELEVISION
43QUA9040X;TELEFUNKEN;51.0;TELEVISION
55QUA9140BX;TELEFUNKEN;64.0;TELEVISION
32WA3E63DG;TOSHIBA;26.0;TELEVISION
32FHG5021;FINLUX ;26.0;TELEVISION
40FFG5021;FINLUX ;37.0;TELEVISION
32WA2E63DG;TOSHIBA;26.0;TELEVISION
32DM54HAI;DAEWOO;26.0;TELEVISION
43HHSESMI;FINLUX ;51.0;TELEVISION
QU50AN900M;TELEFUNKEN;54.0;TELEVISION
65UV2363DG;TOSHIBA;85.0;TELEVISION
43QV2363DB;TOSHIBA;51.0;TELEVISION
50UV2363DB;TOSHIBA;54.0;TELEVISION
55UV2363DB;TOSHIBA;64.0;TELEVISION
55QV2363DA;TOSHIBA;64.0;TELEVISION
43UV3363DA;TOSHIBA;51.0;TELEVISION
55UV3363DA;TOSHIBA;64.0;TELEVISION
65UV3363DA;TOSHIBA;85.0;TELEVISION
XU58SN550S;TELEFUNKEN;70.0;TELEVISION
LT-40VAF335I;JVC;37.0;TELEVISION
L24H550M4-WI;TELEFUNKEN;16.0;TELEVISION
D32H554M1CWVI;TELEFUNKEN;26.0;TELEVISION
65UA3263DGL;TOSHIBA;85.0;TELEVISION
D43F750O2CW;TELEFUNKEN;42.0;TELEVISION
TE32750B45V2D;TELEFUNKEN;26.0;TELEVISION
65QG5E63DBL;TOSHIBA;85.0;TELEVISION
LT-32VHP256W;JVC;26.0;TELEVISION
PR55D-4HH;VESTEL ;138.0;SIGNAGE
PR65D-4HH;VESTEL ;194.0;SIGNAGE
32-FHA-6230/1;FINLUX ;26.0;TELEVISION
40-FFA-6230/1;FINLUX ;37.0;TELEVISION
50G9.1ECMI;FINLUX ;54.0;TELEVISION
32G8.1ECI;FINLUX ;26.0;TELEVISION
24M7.1ECI-12;FINLUX ;16.0;TELEVISION
43F8.1ECI;FINLUX ;42.0;TELEVISION
65G10.1ECMI;FINLUX ;85.0;TELEVISION
D43DH55UQMS;DAEWOO;51.0;TELEVISION
D24H550G1CWVI;TELEFUNKEN;16.0;TELEVISION
40DM63FA;DAEWOO;37.0;TELEVISION
32DM63FA;DAEWOO;26.0;TELEVISION
32WV3E63DAZ;TOSHIBA;26.0;TELEVISION
55UV2363DAW;TOSHIBA;64.0;TELEVISION
43DE54FL2W;DAEWOO;42.0;TELEVISION
XF273U W2;acer;22.4;MONITOR
32-FHAK-9060;FINLUX ;26.0;TELEVISION
XD75D-4H;VESTEL ;235.0;SIGNAGE
XN75D-4H;VESTEL ;235.0;SIGNAGE
XN86B-4F;VESTEL ;275.0;SIGNAGE
PR65B-4F;VESTEL ;194.0;SIGNAGE
T24X840 mobile;TELEFUNKEN;16.0;TELEVISION
43UV3463DA;TOSHIBA;51.0;TELEVISION
55UV3463DA;TOSHIBA;64.0;TELEVISION
55QV3363DG;TOSHIBA;64.0;TELEVISION
43LV2463DG;TOSHIBA;42.0;TELEVISION
D43DM54UANS;DAEWOO;51.0;TELEVISION
43UV2463DG;TOSHIBA;51.0;TELEVISION
55UV2463DA;TOSHIBA;64.0;TELEVISION
65UV3463DG;TOSHIBA;85.0;TELEVISION
55QV2463DA;TOSHIBA;64.0;TELEVISION
24FHG5520;FINLUX ;16.0;TELEVISION
24HG7451;TELEFUNKEN;16.0;TELEVISION
D55DM55UQPNS;DAEWOO;64.0;TELEVISION
XE86D-4H;VESTEL ;380.0;SIGNAGE
LT-43VUQ3455;JVC;51.0;TELEVISION
32-FHH-4660;FINLUX ;26.0;TELEVISION
43-FFH-9460;FINLUX ;42.0;TELEVISION
32-FFA-6230F;FINLUX ;26.0;TELEVISION
43-FFA-6230F;FINLUX ;42.0;TELEVISION
XF98D-4H;VESTEL ;500.0;SIGNAGE
H65UH67;TELEFUNKEN;85.0;TELEVISION
LN32H541;Luxor;26.0;TELEVISION
LT-32VF5355;JVC;26.0;TELEVISION
LT-65VU3455;JVC;85.0;TELEVISION
40FEA5060F;TELEFUNKEN;37.0;TELEVISION
70UA5D63DGR;TOSHIBA;114.0;TELEVISION
XF43TO750S;TELEFUNKEN;42.0;TELEVISION
PN65D-4HH;VESTEL ;194.0;SIGNAGE
H32V37;TELEFUNKEN;26.0;TELEVISION
43UA9007F;TELEFUNKEN;51.0;TELEVISION
LT-32VAH33IW;JVC;26.0;TELEVISION
LT-50VD3300S;JVC;54.0;TELEVISION
24DM54HA2S;DAEWOO;16.0;TELEVISION
32DE04HL2S;DAEWOO;26.0;TELEVISION
50DM83UA;DAEWOO;54.0;TELEVISION
LT-75VAQ3400;JVC;107.0;TELEVISION
55DM82UAQ;DAEWOO;64.0;TELEVISION
32HE4014F;TELEFUNKEN;26.0;TELEVISION
43FAE5610N;TELEFUNKEN;42.0;TELEVISION
43DM60UA;DAEWOO;51.0;TELEVISION
XF32N750M;TELEFUNKEN;26.0;TELEVISION
XH32SO550SD;TELEFUNKEN;26.0;TELEVISION
SDPF2125;Sandstrom;13.3;MONITOR
E32A-EKAF;KONIX;25.0;TELEVISION
M32A-ANWF;KONIX;24.0;TELEVISION
XB2793QSU-B1 A;IIYAMA CORPORATION;17.1;MONITOR
65A68S;Hisense;80.0;TELEVISION
65E6STUK;Hisense;80.0;TELEVISION
T2452MSC-W2;IIYAMA CORPORATION;17.8;MONITOR
43S59Q;Hisense;42.0;TELEVISION
TN7505A-B1AG;IIYAMA CORPORATION;175.0;SIGNAGE
MW3255-G;UNV Technology EUROPE B.V.;72.0;MONITOR
DHI-LS550UZH-EF;Dahua;215.0;SIGNAGE
QM-4302;AG Neovo;102.3;SIGNAGE
QM-5502;AG Neovo;134.9;SIGNAGE
34GS95QX;LG Electronics;31.0;MONITOR
24BA850;LG Electronics;14.1;MONITOR
27BA650;LG Electronics;16.7;MONITOR
24BA650;LG Electronics;13.8;MONITOR
19M38L;LG Electronics;11.7;MONITOR
24BA400;LG Electronics;14.1;MONITOR
32UN880K;LG Electronics;32.8;MONITOR
27MS530B;LG Electronics;19.8;MONITOR
20U401A;LG Electronics;10.8;MONITOR
27GX790A;LG Electronics;24.7;MONITOR
KM0250UHD-V3;Kruger&Matz;65.0;TELEVISION
XU55TZ210N;NPC;70.9;TELEVISION
45GS95QE;LG Electronics;45.5;MONITOR
27GS85Q;LG Electronics;25.6;MONITOR
32GS85QX;LG Electronics;31.9;MONITOR
VG27VQM1B-J;ASUS;21.0;MONITOR
VA34VCPSR;ASUS;31.0;MONITOR
VY229HF-P;ASUS;15.0;MONITOR
X34 X0;acer;23.6;MONITOR
XB253Q F3;acer;15.0;MONITOR
10011917_ED50A09UHD-VE;EDENWOOD;54.0;TELEVISION
XF270 P6;acer;17.0;MONITOR
55E71S;Hisense;63.0;TELEVISION
55Q70STUK;Hisense;63.0;TELEVISION
55E77STUK;Hisense;63.0;TELEVISION
55E7S RU;Hisense;63.0;TELEVISION
65Q71S;Hisense;80.0;TELEVISION
65E7S;Hisense;80.0;TELEVISION
65Q70STUK;Hisense;80.0;TELEVISION
65E7STUK;Hisense;80.0;TELEVISION
MF2528;aiwa;18.3;MONITOR
DHI-LM27-C221P;Dahua;19.0;MONITOR
STV1214B;Shenzhen Canjing Intelligent Electronics Co., Ltd.;9.5;TELEVISION
UP27001,UP27002,UP27003,UP27004,UP27005;Shenzhen dusun Technology Co.,Ltd.;8.0;MONITOR
32LL3C64DA;Toshiba;32.0;TELEVISION
43L3163DA;Toshiba;42.0;TELEVISION
43LL3C63DA;TOSHIBA;42.0;TELEVISION
24WM3C63DA;TOSHIBA;21.0;TELEVISION
L24H550M4D;TELEFUNKEN;21.0;TELEVISION
LT-32VH5075;JVC;32.0;TELEVISION
LT-50VA6975;JVC;71.0;TELEVISION
LT-55VA6975;JVC;82.0;TELEVISION
H32V23;TELEFUNKEN;32.0;TELEVISION
D39H500M1CW;Telefunken;36.0;TELEVISION
D39H500X2CW;Telefunken;36.0;TELEVISION
32LA2063DAL;TOSHIBA;32.0;TELEVISION
43FE5511;TELEFUNKEN;54.0;TELEVISION
HT43-230-21;HOTAINMENT;54.0;TELEVISION
43FAE5510;Telefunken;42.0;TELEVISION
55-FUB-7050;FINLUX;82.0;TELEVISION
D32F551R1CW;TELEFUNKEN;32.0;TELEVISION
D65U551R1CW;TELEFUNKEN;109.0;TELEVISION
D32H289M4CWD;TELEFUNKEN;32.0;TELEVISION
58H600UDS;Hanseatic;70.0;TELEVISION
D55U446A;TELEFUNKEN;82.0;TELEVISION
32HE4100;Hitachi;32.0;TELEVISION
U43KA6150;Hitachi;54.0;TELEVISION
U65KA6150;Hitachi;109.0;TELEVISION
XF22G501VD-W;TELEFUNKEN;22.0;TELEVISION
XH24J101D-W;TELEFUNKEN;21.0;TELEVISION
XH24J501VD-W;TELEFUNKEN;21.0;TELEVISION
XH24J501VD;TELEFUNKEN;21.0;TELEVISION
XF32J511;Telefunken;32.0;TELEVISION
XF32J519D-W;TELEFUNKEN;32.0;TELEVISION
XU43AJ600;TELEFUNKEN;54.0;TELEVISION
H24T52E;TECHWOOD;21.0;TELEVISION
LT-32VF5955;JVC;32.0;TELEVISION
LT-50VA6955;JVC;71.0;TELEVISION
U55K6100;Hitachi;82.0;TELEVISION
D22F340A;TELEFUNKEN;22.0;TELEVISION
DL43U660T2CW;Luxor;54.0;TELEVISION
DL50U550T1CW;Luxor;71.0;TELEVISION
D50U660B1CW;TELEFUNKEN;71.0;TELEVISION
DL55U550T1CW;Luxor;82.0;TELEVISION
D55U551N1CWI;Telefunken;82.0;TELEVISION
32WA3B63DA;Toshiba;32.0;TELEVISION
24W2963DA;TOSHIBA;21.0;TELEVISION
50UL3063DA;Toshiba;71.0;TELEVISION
49UA2063DA;TOSHIBA;69.0;TELEVISION
32LA2063DA;Toshiba;32.0;TELEVISION
32WL3C63DA;Toshiba;32.0;TELEVISION
TM65N;TCL;118.0;SIGNAGE
32-FFE-5530;FINLUX;32.0;TELEVISION
32-FHE-5530;FINLUX;32.0;TELEVISION
32-FHB-4560;FINLUX;32.0;TELEVISION
58-FUA-7000;FINLUX;70.0;TELEVISION
32HEA5050;Telefunken;32.0;TELEVISION
43UE7251;TELEFUNKEN;54.0;TELEVISION
58UA9001;TELEFUNKEN;70.0;TELEVISION
65UA9001;TELEFUNKEN;109.0;TELEVISION
D32F551N1CW;TELEFUNKEN;32.0;TELEVISION
39HE4010;TELEFUNKEN;36.0;TELEVISION
50-FUE-7000;FINLUX;71.0;TELEVISION
43-FFE-5130;FINLUX;42.0;TELEVISION
32HE1105;HITACHI;32.0;TELEVISION
XF40K511;TELEFUNKEN;45.0;TELEVISION
E43H446A;Telefunken;42.0;TELEVISION
DL32H551F2CWV-SPC;SPC;32.0;TELEVISION
24WK3C63DAY;TOSHIBA;22.0;TELEVISION
32WA3B63DA;Toshiba;32.0;TELEVISION
24W2963DA;TOSHIBA;21.0;TELEVISION
50UL3063DA;Toshiba;71.0;TELEVISION
49UA2063DA;TOSHIBA;69.0;TELEVISION
32LA2063DA;Toshiba;32.0;TELEVISION
32WL3C63DA;Toshiba;32.0;TELEVISION
32LL3C64DA;Toshiba;32.0;TELEVISION
43L3163DA;Toshiba;42.0;TELEVISION
43LL3C63DA;TOSHIBA;42.0;TELEVISION
43UA2063DAI;TOSHIBA;54.0;TELEVISION
LT-50VA2100;JVC;71.0;TELEVISION
50UL2163DBC;TOSHIBA;71.0;TELEVISION
24 DVD 3221 B;KENDO;22.0;TELEVISION
32HEA5050W;TELEFUNKEN;32.0;TELEVISION
55HAQ6360;HITACHI;77.0;TELEVISION
50HAQ6360;HITACHI;65.0;TELEVISION
43HAK5360;HITACHI;54.0;TELEVISION
55HK5310;HITACHI;82.0;TELEVISION
65QUA9040;TELEFUNKEN;85.0;TELEVISION
32-FHF-4121;FINLUX;32.0;TELEVISION
55-FQF-1060;FINLUX;77.0;TELEVISION
D65U660X5CWI;TELEFUNKEN;109.0;TELEVISION
LT-55VU8185;JVC;82.0;TELEVISION
QU65K800;TELEFUNKEN;85.0;TELEVISION
43-FFF-4221;FINLUX;42.0;TELEVISION
55QL5D63DG;TOSHIBA;77.0;TELEVISION
50UA3D63DG;TOSHIBA;54.0;TELEVISION
58UA3D63DG;TOSHIBA;70.0;TELEVISION
43UA3D63DB;TOSHIBA;51.0;TELEVISION
55UA3D63DB;TOSHIBA;64.0;TELEVISION
43UA3D63DA;TOSHIBA;51.0;TELEVISION
55UA2D63DG;TOSHIBA;64.0;TELEVISION
55QUA9030;TELEFUNKEN;77.0;TELEVISION
55-FUA-7062;FINLUX;82.0;TELEVISION
32-FHF-6151;FINLUX;32.0;TELEVISION
32-FHF-4050;FINLUX;32.0;TELEVISION
50DM54UA;Daewoo;71.0;TELEVISION
43DM54UA;Daewoo;54.0;TELEVISION
24DM54HA;Daewoo;22.0;TELEVISION
32DE54HL;Daewoo;32.0;TELEVISION
24DE04HL;Daewoo;21.0;TELEVISION
32551FHDSM;DigiHome(GB-IE);32.0;TELEVISION
LT-43VA7110;JVC;54.0;TELEVISION
LT-55VA7110;JVC;82.0;TELEVISION
42HAE4351;HITACHI;40.0;TELEVISION
XF32J519D-W;TELEFUNKEN;32.0;TELEVISION
XU43AJ600;TELEFUNKEN;54.0;TELEVISION
H24T52E;TECHWOOD;21.0;TELEVISION
LT-32VF5955;JVC;32.0;TELEVISION
LT-50VA6955;JVC;71.0;TELEVISION
U55K6100;Hitachi;82.0;TELEVISION
D22F340A;TELEFUNKEN;22.0;TELEVISION
DL43U660T2CW;Luxor;54.0;TELEVISION
43HAQ7350;HITACHI;54.0;TELEVISION
43L3163DB;TOSHIBA;42.0;TELEVISION
50UL3063DB;TOSHIBA;71.0;TELEVISION
XH24K550VD-W;TELEFUNKEN;21.0;TELEVISION
XU58K700;Telefunken;70.0;TELEVISION
LT-32VAF3055;JVC;32.0;TELEVISION
LT-24VH5155;JVC;22.0;TELEVISION
LT-32VH5155W;JVC;32.0;TELEVISION
PD-55Q;AG Neovo;176.8;SIGNAGE
SX-19G;AG Neovo;14.4;MONITOR
RX-24G;AG Neovo;17.8;MONITOR
PN-55D3;AG Neovo;79.4;MONITOR
DW2401;AG Neovo;17.1;MONITOR
K-55XR80;SONY;72.0;TELEVISION
B13;Bigme;8.7;MONITOR
TS-754NQ;AIWA;125.0;TELEVISION
NXM27FHD1204;NILOX;14.9;MONITOR
NXM322K1001;NILOX;28.6;MONITOR
VS20781(VA3420C-2);ViewSonic;31.0;MONITOR
50D900A;FPD;70.0;TELEVISION
D43U550X1CW;TELEFUNKEN;54.0;TELEVISION
D32H660X5CWI;TELEFUNKEN;32.0;TELEVISION
LT-40V55LFA;JVC;45.0;TELEVISION
LT-40V55LWA;JVC;45.0;TELEVISION
39-FAF-8051;FINLUX;36.0;TELEVISION
65DM55UA;Daewoo;109.0;TELEVISION
55UHD4005;FINLUX;82.0;TELEVISION
65UF3D53DB;TOSHIBA;85.0;TELEVISION
70HAQ7450;HITACHI;114.0;TELEVISION
PL32B;TELEFUNKEN;32.0;TELEVISION
PL32G;TELEFUNKEN;32.0;TELEVISION
PL32O;TELEFUNKEN;32.0;TELEVISION
PL32W;TELEFUNKEN;32.0;TELEVISION
D43F550X2CW;TELEFUNKEN;42.0;TELEVISION
55QA7D63DG;TOSHIBA;64.0;TELEVISION
65QA7D63DG;TOSHIBA;85.0;TELEVISION
55QL5D63DAY;TOSHIBA;77.0;TELEVISION
32HG8450;TELEFUNKEN;32.0;TELEVISION
32HG7450;TELEFUNKEN;32.0;TELEVISION
24HG6010;TELEFUNKEN;22.0;TELEVISION
32HG6010;TELEFUNKEN;32.0;TELEVISION
LT-43VA7200;JVC;51.0;TELEVISION
LT-50VA7200;JVC;54.0;TELEVISION
LT-65VA7200;JVC;85.0;TELEVISION
LT-43VAQ3200;JVC;51.0;TELEVISION
LT-50VAQ3200;JVC;54.0;TELEVISION
LT-50VAQ6200;JVC;54.0;TELEVISION
PN-55D3;AG Neovo;79.4;MONITOR
DW2401;AG Neovo;17.1;MONITOR
K-55XR80;SONY;72.0;TELEVISION
B13;Bigme;8.7;MONITOR
TS-754NQ;AIWA;125.0;TELEVISION
NXM27FHD1204;NILOX;14.9;MONITOR
NXM322K1001;NILOX;28.6;MONITOR
VS20781(VA3420C-2);ViewSonic;31.0;MONITOR
50D900A;FPD;70.0;TELEVISION
GFTY989;Gawfolk;26.5;MONITOR
43E62ST;Hisense;42.0;TELEVISION
43A6STUK;Hisense;42.0;TELEVISION
43A68STUK;Hisense;42.0;TELEVISION
43E66SL RU;Hisense;42.0;TELEVISION
Z16H;ZEUSLAP;11.4;MONITOR
OT65A2K3GD;SYLVOX;102.0;TELEVISION
32 LED 5241 B;KENDO;26.0;TELEVISION
24 DVD 3241 B;KENDO;16.0;TELEVISION
40 QLED 6251 S;KENDO;37.0;TELEVISION
40 LED 5251 B;KENDO;37.0;TELEVISION
K-65XR84;SONY;83.0;TELEVISION
K-77XR83;SONY;107.0;TELEVISION
GFTY984;Gawfolk;26.5;MONITOR
49UH7Q-E;LG Electronics;86.7;SIGNAGE
TTN-4301;AG Neovo;82.3;SIGNAGE
TX-3203;AG Neovo;25.9;MONITOR
ME-3201;AG Neovo;26.2;MONITOR
55A69S;Hisense;60.0;TELEVISION
55E62ST;Hisense;60.0;TELEVISION
55E6STUK;Hisense;60.0;TELEVISION
50E6DS;Hisense;54.0;TELEVISION
50A6S RU;Hisense;54.0;TELEVISION
50A6STUK;Hisense;54.0;TELEVISION
55Q72S PRO;Hisense;63.0;TELEVISION
55E77S PRO;Hisense;63.0;TELEVISION
55E79S PRO;Hisense;63.0;TELEVISION
85U72STUK;Hisense;103.0;TELEVISION
50U70SE;Hisense;54.0;TELEVISION
50U76SE;Hisense;54.0;TELEVISION
50U77SL;Hisense;54.0;TELEVISION
50U70STUK;Hisense;54.0;TELEVISION
CU34B3E;AOC;31.0;MONITOR
55U81S;Hisense;64.0;TELEVISION
55U8DS;Hisense;64.0;TELEVISION
55U80STUK;Hisense;64.0;TELEVISION
65U8S;Hisense;82.0;TELEVISION
65U80STUK;Hisense;82.0;TELEVISION
65U86STUK;Hisense;82.0;TELEVISION
32PQS6901/12;PHILIPS;26.0;TELEVISION
S22F312EAU;Samsung;14.0;MONITOR
S24F312EAU;Samsung;14.0;MONITOR
43S50QTUK;Hisense;42.0;TELEVISION
65Q7S PRO;Hisense;84.0;TELEVISION
65Q72S PRO;Hisense;84.0;TELEVISION
65E77S PRO;Hisense;84.0;TELEVISION
65E78STUK PRO;Hisense;84.0;TELEVISION
MW-LC22-P2;UNV Technology EUROPE B.V.;14.5;MONITOR
32A3G;SCHNEIDER;26.0;TELEVISION
SC-32E;AG Neovo;26.0;MONITOR
TX-10;AG Neovo;5.4;MONITOR
SC-2402;AG Neovo;15.4;MONITOR
TX-2401;AG Neovo;17.0;MONITOR
SMQ-4301;AG Neovo;74.8;SIGNAGE
HMQ-4301;AG Neovo;74.8;SIGNAGE
27UP85ZK;LG Electronics;25.8;MONITOR
AG24P-Orange;AGEX;18.1;MONITOR
GFTY988;Gawfolk;26.5;MONITOR
S238;Shenzhen Dongfangxuan Technology Co., Ltd.;9.2;MONITOR
55Q7STUK PRO;Hisense;63.0;TELEVISION
55U70SE;Hisense;64.0;TELEVISION
55U77SE;Hisense;64.0;TELEVISION
55U79SE;Hisense;64.0;TELEVISION
55U70STUK;Hisense;64.0;TELEVISION
55U72STUK;Hisense;64.0;TELEVISION
55U78STUK;Hisense;64.0;TELEVISION
43S56QTUK;Hisense;42.0;TELEVISION
50E8DS;Hisense;54.0;TELEVISION
50E8S;Hisense;54.0;TELEVISION
50E8S RU;Hisense;54.0;TELEVISION
50E8STUK;Hisense;54.0;TELEVISION
50E88STUK;Hisense;54.0;TELEVISION
85U71SE;Hisense;103.0;TELEVISION
85U72SE;Hisense;103.0;TELEVISION
85U7DSE;Hisense;103.0;TELEVISION
85U77SE;Hisense;103.0;TELEVISION
85U79SE;Hisense;103.0;TELEVISION
NVR-8840-40FHWBT;Nevir;37.0;TELEVISION
740pm (HSD-0107-W);HP, Inc.;38.7;MONITOR
724pn (HSD-0076-W);HP, Inc.;19.2;MONITOR
FPSKCTV32HD;FPS;26.0;TELEVISION
MAG 321UP QD-OLED X24;MSI;33.2;MONITOR
NXMP16FHD1201;Nilox;5.0;MONITOR
T2455MSC-B2;IIYAMA CORPORATION;17.8;MONITOR
ELT43WQ8DE;KB ELEMENTS;50.0;TELEVISION
ELT85WQ8DE;KB ELEMENTS;165.0;TELEVISION
ELT100WQ8DE;KB ELEMENTS;175.0;TELEVISION
ELT40VQ8DE;KB ELEMENTS;39.0;TELEVISION
75U8S;Hisense;85.0;TELEVISION
75U8DS;Hisense;85.0;TELEVISION
75U87S;Hisense;85.0;TELEVISION
75U8STUK;Hisense;85.0;TELEVISION
100U72STUK;Hisense;190.0;TELEVISION
C27PULSE6;Cepter;21.0;MONITOR
GF600I;Gawfolk;31.2;MONITOR
AB32HQ1CS;Antteq;26.0;TELEVISION
AB22FT21;Antteq;15.0;TELEVISION
BBQHM2720HW;BlueBuilt;26.0;MONITOR
DH-LM10-L100;Dahua;7.5;MONITOR
75U7S PRO;Hisense;83.0;TELEVISION
75U71S PRO;Hisense;83.0;TELEVISION
75U76STUK PRO;Hisense;83.0;TELEVISION
C24TZR-VOY;cello ;17.0;TELEVISION
QT24HTF8A12V;QBELL;17.0;TELEVISION
MW3365-G;UNV Technology EUROPE B.V.;96.2;MONITOR
Test123;DELL;54.0;MONITOR
Test123a;DELL;54.0;MONITOR
UP2720Q;DELL;32.0;MONITOR
UP3221Q;DELL;68.3;OTHER
P2719H;DELL;15.1;MONITOR
S2721HGF;DELL;22.6;MONITOR
E2720H;DELL;17.9;MONITOR
U2421HE;DELL;12.9;MONITOR
E2720HS;DELL;19.7;MONITOR
U3421WE;DELL;31.6;MONITOR
P2421D;DELL;16.9;MONITOR
E1715S;DELL;9.0;MONITOR
VA249QGSE;ASUS;11.5;MONITOR
75ER9STUK;Hisense;71.0;TELEVISION
75UR92STUK;Hisense;71.0;TELEVISION
43A71S;Hisense;48.0;TELEVISION
43A72S;Hisense;48.0;TELEVISION
43A70STUK;Hisense;48.0;TELEVISION
VG27AQE5A;ASUS;16.0;MONITOR
LT-43CT350;JVC;42.0;TELEVISION
UG34-1;Z Z-Edge;31.5;MONITOR
E2220H;DELL;10.8;MONITOR
E2016HV;DELL;10.6;MONITOR
E2318H;DELL;12.9;MONITOR
SE2216H;DELL;15.5;MONITOR
AW5520QF;ALIENWARE;82.5;MONITOR
S2421HN;DELL;12.2;MONITOR
U4021QW;DELL;41.3;MONITOR
S2422HG;DELL;19.9;MONITOR
C6522QT;DELL;92.9;MONITOR
75U76SE;Hisense;85.0;TELEVISION
75U72STUK;Hisense;85.0;TELEVISION
85U7S PRO;Hisense;103.0;TELEVISION
Elegance 50 TizenOS;KIANO;52.0;TELEVISION
65UR9S;Hisense;80.0;TELEVISION
85Q8S;Hisense;128.0;TELEVISION
43A7S;Hisense;48.0;TELEVISION
DHI-LTV32-QSG100; Dahua;26.0;TELEVISION
600195149-Q55UG251B;Qilive;63.0;TELEVISION
L65M5-5ASP;MI;127.0;TELEVISION
XMMNTWQ34;MI;31.0;MONITOR
L75M6-ESG;MI;137.0;TELEVISION
L50M6-6AEU;MI;84.0;TELEVISION
L43M7-7AEU;Xiaomi;54.0;TELEVISION
L55M7-7AEU;Xiaomi;82.0;TELEVISION
XMMNT27NU;XIAOMI;29.7;MONITOR
L43M7-FVEU;XIAOMI;54.0;TELEVISION
RMMNT30HFCW;XIAOMI;23.0;MONITOR
L55M7-Q2EU;XIAOMI;83.0;TELEVISION
L65M7-Q2ME;XIAOMI;110.0;TELEVISION
L86M7-ESME;XIAOMI;170.0;TELEVISION
L55MA-AEU;XIAOMI;72.0;TELEVISION
L65MA-SEU;XIAOMI;75.0;TELEVISION
P27QBA-RGPGL;XIAOMI;24.0;MONITOR
L55MA-SPLEU;XIAOMI;83.0;TELEVISION
L100MA-MAXEU;XIAOMI;183.0;TELEVISION
